,Tweet
142,WORLD CUP NEWS GRIFTERS TRAFFICKING ANTI LGBT CONSPIRACIES DEFLECT AFTER COLORADO SHOOTING MALE IMPROVEMENT SPACE GRIFT ON TIKTOK LATER GET IN NOW
143,RT CristianoXtra_ Cristiano Ronaldo refuses support gays 2022 World Cup
144,joe rogan couple weeks ago amp clear goal atrocities lgbt ppl condeming elon musk loves shit talking chaya raichik runs libsoftiktok recently
145,RT _bbodd mashallah michelin converted Islam Alhamdulillah
146,freak love qatar laws white christian
147,bravest shapiro posting iranians standing government cut 2093821 vids black athletes
148,FIFA S BANNING LGBT STUFF COLORADO SHOOTER BACKGROUND RELEASED AND MORE NEWS ITS MONDAY USA IS DEFEATING THE WELSH 1 0 GET IN NOW
149,episode live super close cutting toe w katana filmed
150,LudwigAhgren pick
151,LudwigAhgren SCAMWIG GET THE TWITCH TATTOO
152,icespicee_ qaedas real quiet posted
153,tommyinnit congratulations dropping pursuit love host
154,adinross realDonaldTrump bring back defend abortion
155,RT AOC laurenboebert played major role elevating anti LGBT hate rhetoric anti trans lies spending time
156,RT HeidiBeedle
157,RT Esqueer_ Hours mass shooting Colorado LGBTQ bar Chaya Raichik decided double Colorado org
158,TRUMP IS BACK ON TWITTER SO IS YE ALSO KYRIE IRVING APOLOGIZES AGAIN AND THEN WELL GET TO SUNDAY FUNDAY PROGRAMMING GET IN NOW
159,YourRAGEz
160,smh
161,LudwigAhgren Ludgar guess
162,MOVIE REVIEW ALL QUIET ON THE WESTERN FRONT LIGHT NEWS FUN REACTS TIKTOKS WE GOT EM ALL SHALL WE
163,LudwigAhgren peterparkTV I DONATED TO LEARN RAZE LINEUPS
164,entire thread wild insane
165,RT WheatThins
166,extent experience home depot bought single plank wood libs
167,favorite genre conservative tweet dandy boys grew playing violin angeles gay twitter app signal dandy lads masc
168,bold visionary elon musk invents shadowbanning
169,elon musk laughably capitalist caused mass labor action sort organizational infrastructure
170,THIS COULD BE THE LAST BLAST OFF BUT IM LIVE AND TWITTER IS DYING SWIFTIES ARE COMING AFTER TICKETMASTER ITS OKBUDDYMEMEREVIEWFRIDAY SO MUCH ACTION GET IN NOW
171,willmenaker benclarkson deep_beige JAdomian PtakTestKitchen murderxbryan anime degenerate satanic
172,FDsignifier check dms
173,twitter fully shutting running skeleton crew unimaginably dangerous
174,BYE BYE
175,BRO THIS IS THE SCARIEST THING THATS EVER HAPPENED TO ME
176,GOP TRIES TO STOP GAY amp INTERRACIAL MARRIAGE WORLD LEADERS SAY UKRAINE MISSILES ACCIDENTALLY HIT POLAND NANCY NO LONGER DEM LEADER STARBUCKS STRIKES AROUND THE NATION AND MORE THEN ITS Sykkuno DAY WHERE I PLAY MULTIVERSUS VALO W SYK
177,RT theh3podcast The Leftovers Podcast hasanthehun LIVE Watch
178,Myth_
179,RT nycsouthpaw Mejia managing stay 10k votes ahead mayor elect Bass opponent runs 100k votes Caruso
180,bass serve real estate developers brutal lapd affordability crisis creates homeless cycle poverty crime continues sounding alarm liberals gonna elect judge dredd time
181,voted interracial marriage protections codified interracial marriage
182,TRUMP IS BACK WW3 AVERTED W POLAND BEN SHAPIRO IS TRYING TO STOP GAY MARRIAGE AND MORE GET IN NOW POSSIBLY WARZONE LATER AND DAD OF WAR
183,gay ass animals HERE ON EARTH WTF ARE YOU TALKING ABOUT
184,
185,chat spoiling trump filed paperwork FEC stage announces running smh
186,mormon patch dropped cool patch notes
187,literally complaining trump appealing moderates week inherent problem republican culture
188,900 episodes piece nuclear winter rn
189,uh WWIII guess
190,lil yachty answer
191,pokimanelol away day
192,trump supposed announcing presidential run today maralago wonder things changed midterm defeats subsequent desantis trump fights media
193,stavvybaby absolute banger
194,MIDTERM RECAP G20 TENSION US V CHYNA ELONWATCH WHAT WILL HE DO NEXT AND MORE NEWS GET IN NOW
195,PROMISES MADE PROMISES KEPT DAD OF WAR TIME
196,billionaires brazen law matter warranted congressional action considered abuse
197,absolutely insane admission tracks nation beefed crime wave narratives collaboration w local news elections lie great job
198,SUPER SPECIAL SECRET SUNDAY FUNDAY WHERE WE DISCUSS DEMS CONTROLLING THE SENATE POST RED WAVE AND WHAT THAT MEANS FOR THE FUTURE OF US POLITICS DAVE CHAPELLE ON SNL AND GOD OF WAR GET IN NOW
199,raediantt guy wearing trump shirt
200,
201,RT SenMarkey One companies FTC consent decree Auto safety watchdog NHTSA investigating killing
202,hope day owning platform miserable
203,action mitch mcconnel hand picked AG shows republican party pushing gas pedal brazenly undemocratic ways normans dislike republican media infastructure melt suburban brains comply
204,dems stick fuck time ive republicans electoral consequences dems couldve w prior control congress refused
205,matter grand scheme things kind exciting 40 year republican project implode insane success hammering culture issues winning simultaneously undermining civil liberties shift
206,FBI radar candidate
207,BIG DRAMA BIG DUMPS IN AZ PUTTING BLAKE MASTERS SCHOOL SHOOTER CAMPAIGN TO AN END NV DUMPS SHOW DEM LEAD LA MAYOR RACE HAS BASS LEADING AS WELL LOTS OF NEWS DAD OF WAR AND POSSIBLE XQC DRIP STREAM 4 10 POSSIBILITY GET IN NOW
208,Sanchovies Yassuo included
209,arizona conservatives recount election 2024 lmao
210,school shooter candidate awful vibes
211,plan kill harry potter
212,consistently dumbest person platform
213,RT BernieSanders Let clear Eli Lilly apologize increasing price insulin 1 200 1996 275
214,remember left states ofc GIANT mistake republicans punished
215,ELI LILY STOCKS TANK AFTER FAKE ACC CLAIMS INSULIN WILL BE FREE TRUMP V DESANTIS SAGA CONT AustinOnTwitter IS HERE TO GIVE HIS TAKE ON THE BLUE TSUNAMI AND 2024 PREDICTIONS TWITTER IMPLOSION CONTINUES AND MORE OKBUDDYMEMEREVIEW FRIDAY GET IN NOW
216,gop suffering success amp media elite dumping trump making 30 year project womens rights reality hit culture button hard gave freaks wanted youre mad guy fake friends
217,elon musk mark zuckerberg showing world meritocracy indeed lie work harder smarter contrary popular opinion great
218,fetterman pritzker big boys thriving election cycle
219,RT MattBinder person Elon Musk retweeting wanted prove things fine resign
220,RT scum_art Wad
221,MIDTERM RESULTS STILL COMING IN AS THE RACE IS CLOSE ANDREW TATE V PIERS MORGAN V JAKE PAUL JOE ROGAN V MATT WALSH EW AND MORE DAD OF WAR LATER NOT CLICKBAIT GET IN NOW
222,wisconsin insane
223,ethan retweet live
224,freaks
225,channel dropped hasan find hasanabi industrial complex channels
226,TrueAnonPod real
227,LudwigAhgren L WIG
228,RT mags_mclaugh state guy running senate wanting legalize weedVSstate democrats tough
229,LudwigAhgren wish youd respond
230,RT AOC NYS Dem party leadership gutted Cuomo stuffed lobbyists works boost GOP failed pass basic
231,happen wouldve terrible riots country
232,real account yall dummies read
233,stavvybaby 1453 rise
234,CRIME WON LAST NIGHT IM LIVE EARLY NO SHOW RED WAVE WHY DEMS OUTPERFORMED DESPITE PUTTING LITTLE EFFORT AND HOW THE MEDIA FAILED THE PUBLIC ALSO COPIUM OVERDOSE HOGWATCH OZ LOSES WARNOCK GOES TO RUNOFF IN GA AND SO MUCH MORE GET IN NOW
235,OsitaNwanevu osita demand appearance
236,big city lawyer urging voters convenient methods voting ends giving advantage side telling vote early
237,KFILE stole majewski reason
238,incessant reactionary propaganda mainstream outlets crime ridden cities supposed defunding police materialize red wave analysts
239,interesting predicament republicans heated desantis trump primary future ppl love trump vote picks dems 8 inflation unimaginably performance dems ny florida
240,pay verification guess grey check public figure verification mark
241,america voted crime
242,RT DavidOAtkins This weakness New York entirely fault New York Dem machine Adams terrible catapulting bullsh
243,1844 oregon territory famously banned slavery wanted 0 black state
244,Mike_from_PA pennsylvania gt ohio forever
245,great
246,LMAOOO ALL THE REPUBLICANS MOVED TO FLORIDA I GUESS
247,RT MorePerfectUS BREAKING Nebraska votes raise state minimum wage 15 2026 The current minimum wage 9 One
248,KING
249,RT LilHoneyBun23 Fun fact Greg Abbott sued homeowner amp tree company millions due injuries Then turned passed
250,ByYourLogic fallen
251,JUNlPER time
252,HasanabiProd real job lose youtube income dumbass
253,ITS MIDTERM DAY AND IM DOING 2000 MULE SHIT ALL DAY VOTER FRAUD PARODY REPUBLICANS ARE ALREADY WORKING ON CLAIMING VOTER FRAUD ALL OVER RED MIRAGE INCOMING TN GET IN NOW FOR ALL DAY COVERAGE
254,voter guide angeles
255,dropped vote official ballot drop box feeling 2000th mule
256,count mail ballots tonight outcome dire democrats 2020 dems maintain majority senate republicans geared mad abt counting mailed ballots
257,trump make big annoucement maralago 15th november hes running
258,trumps criminal justice proposal swiftly executing dealers sending bullet family claims chinese
259,pretty wild republican party collectively gearing audience lose minds make mail ballot results day votes dems win violence
260,ByYourLogic DONT DO IT
261,KarlJacobs_ theweeknd hey Weeknd play instead betrayal heartbreak feels write song Karl hates canada
262,dklmarxist great
263,mhudgg _KOL2 real
264,ITS MONDAY MIDTERM MANIA IM HAVING daveweigel adamconover talk CA BALLOT AND MIDTERM ELECTIONS DEMS CHANCES ALL AROUND TRUMP V BIDEN AND ALSO TRUMP V DESANTIS ELON DESTROYS TWITTER KILLS PARODY ACCOUNTS OF HIM AND MORE GET IN NOW
265,rip h3h3productions
266,RT kenklippenstein
267,RT oneunderscore__ Like I content moderation social media site owner pro free speech meets line eve
268,netflix deleted ip substituted licenses library user generated content served ads asked pay watch making content
269,ofc elon stupid pay 8 month posts literally paid 44 Bn validation
270,I SAID 12 BUT ITS DAYLIGHT SAVINGS I LIED IVE BEEN LIVE COVERING MIDTERM STUFF DRAMA ELON MAKING SPEECH PAY TO PLAY ON TWITTER AND SUNDAY FUNDAY NOW GET IN NOW
271,MoistCr1TiKaL hate pay win schemes idolize selling false premise free speech
272,glad local news induced crime wave narrative duped majority country funding guys claim defunded absolute worst jobs
273,wait verified crypto spam makes website unusable lower daily active users revenue elon banking making pay speech netflix subscription
274,id watch fox news vote
275,Atrioc T1 normal league
276,fuslie TwistedTea duo queue rn
277,AnisaTheGreasy omg doggggggggg
278,I DID THIS CUS Kkatamina ASKED FOR IT
279,remember
280,constantly state knowing randomly bringing podcast appearance
281,KarlJacobs_ IT TOOK TWO YEARS TO GET YOU TO PLAY THIS GAME W ME
282,RT oliverdarcy stories tweets
283,ITS FRIDAY AND ELON IS BURNING TWITTER TO THE GROUND MIDTERMS ARE HAPPENING IN 4 DAYS AND IM PLAYING IT TAKES TWO W KarlJacobs_ AT 3PM AFTER 2 YEARS OF WAITING GET IN NOW
284,drake incel arc years nice guy
285,purchase
286,YourRAGEz hentai
287,nut november big deal
288,RT theh3podcast On today Leftovers joined Andrew Callaghan Channel 5 Watch
289,imagine shock found state largest oktoberfest world hmmm
290,LEFTOVERS IS OUT LATER TODAY SO IM LIVE AT 11 MIDTERM MADNESS 5 DAYS HOGWATCH MIDTERM EDITION OBAMA AND TRUMP HIT THE CAMPAIGN TRAIL AND MORE NEWS ALSO SCARY GAME MORTUARY ASSISTANT RETURNS LATER GET IN NOW
291,wish
292,improves gains
293,benshapiro unconstitutional
294,RT Dexerto Only hasanthehun stream game workers rights avoid playing scary game call unioniz
295,wtf shit
296,ofc elonmusk shit domestic union made apparel prices tesla largest union US car manufacturer
297,funnier qanon weirdos gassing forums abt murdering democrats act desires turn instantly calling gay loser
298,MIDTERMS IN 6 DAYS OBAMA amp BIDEN ON THE CAMPAIGN TRAIL HOGWATCH MIDTERMS EDITION ALSO SCARY GAMES ARE BACK ON THE MENU TN WE GO BACK TO THE BACKROOMS W blaustoise Valkyrae fuslie AND MAYBE ANOTHER GUEST IN THE MIDDLE OF THE DAY GET IN NOW
299,PROMISES MADE PROMISES KEPT IM PLAYING A SCARY GAME BORING WONT BE AFRAID MORTUARY ASSISTANT
300,RT JarJarFan69 I convinced Elon Musk wrecking website unintentionally I real possibility interaction
301,theneedledrop hitler
302,RIP TAKEOFF BOLSONARO WILL CONCEDE TO LULA LIVE HOPEFULLY SCOTUS TAKES ON AFFIRMATIVE ACTION ELON TWITTER UPDATES NEW DETAILS EMERGE ON PAUL PELOSI ATTACKER UNDERMINING RW CONSPIRACIES kurtisconner JOINS ME MIDDAY SCARY GAMES WILL HAPPEN LATER
303,amount spam mail texts candidates make vote rest life run making shit illegal
304,alex jones defamation trial decided brazenly time
305,takeoff story sad 28 shot dice game houston fucking gun country holy shit
306,SupremeDreams_1 weebs
307,kenklippenstein EyesOnTheRight gas
308,RT LulaOficial This year I young American journalist turned friend I meet
309,bolsonaro show crying lmao
310,LULA WINS IN BRAZIL BOZONARO STILL HASNT CONCEDED AFFIRMATIVE ACTION IS UNDER FIRE AT SCOTUS KOREAN HALLOWEEN DISASTER TAKES 140 LIVES MUSK PROMOTES PAUL PELOSI IS GAY PROPOGANDA AND SOME FUN LATER GET IN NOW
311,Valkyrae lifestyle halloween costume
312,stand weebs
313,RT JUNlPER comedy legal twitter
314,instead paul pelosi gay sex qanon republican guy wanted kill nancy pelosi
315,theneedledrop brazil
316,RT ProgIntl BREAKING Lula Silva president Brazil
317,LETSGO
318,AustinOnTwitter Valkyrae straightbaiting stop
319,ITS SUNDAY FUNDAY amp WE ALREADY HAVE NO FUN ELON REPEATS PAUL PELOSI IS GAY CONSPIRACIES TO HILLARY CLINTON BRAZIL ELECTIONS TURN SOUTH W BOLSONARO STOPPING VOTERS AND SOME MORE LIGHTER NEWS BEFORE WE MOVE ON TO FUN MURAT AND AUSTIN ARE HERE GET IN NOW
320,NICKMERCS react god
321,clothes unironically
322,RT jonahshai What paragraph nytimes story attack Paul Pelosi And
323,ostonox posting tiktok making
324,guy cool ideas
325,RT abughazalehkat Here Fox News report Paul Pelosi attacker annotations
326,RT KingJames I Elon Musk tbh I owns twitter But I I hope
327,TALKING ABT THE PELOSI SUSPECT BEING A QANON GUY AND ALL THE QANON GUYS JUST LIKE HIM CALLING HIM A FALSEFLAG AND GAY TALKING ABT ELON BUYING TWITTER AND MORE YE ANTISEMITISM INCLUDING KYRIE IRVING AND MORE BEFORE GOING ON A HALLOWEEN SHOPPING STREAM
328,w banger ep live
329,recording special leftovers ep w h3h3productions andrew callaghan channel 5 live 11 instead live talk abt pelosi saga minute costume shopping irl w 24kGoldn AustinOnTwitter
330,matthwatson elonmusk shit allowed
331,DontPlayPT scared dark
332,likes veterans
333,RT CornyLope I drew hasanthehun PlayVALORANT agent riotgames VALORANTfanart ValorantArt
334,pelosi attack foxnews blamed run cities w crime lower red states defund police happened offending police stop jobs hiring securitythe qanon psycho kill nancy pelosi
335,mccaul understands basically demanding fbi arrest half voter base
336,RT Popehat Tonight TuckerCarlson Democrat cities dangerous politicians repeatedly called baby
337,sapnapalt NRGgg valo
338,ITS FRIDAY AND IM DEFENDING THE PELOSIS ELON OFFICIALLY TAKES OVER TWITTER WILL UNBAN TRUMP W UPDATES ON IRAN OKBUDDY MEME REVIEW AND WARCRIME SIM ENDS TODAY EARLY GET IN NOW
339,defender paul pelosi anti italian violence stop
340,intellegint absolutely
341,unban trump
342,Valkyrae blaustoise cut back rooms feel
343,IM LIVE NO LEFTOVERS TODAY NOMINATED FOR MULTIPLE STREAMYS TALKING ABT BACKLASH TO DIPLOMACY CALLS IN UKRAINE RUSSIAS DIRTY BOMB CLAIMS YE S ORIGINAL NAME FOR HIS ALBUM WAS HITLER AND MORE NEWS THEN jackdwagner WILL BE OVER TO TELL SPOOKY STORIES
344,streamys ishowspeedsui KaiCenat kyedae LudwigAhgren pokimanelol Quackity tarik Valkyrae xQc list insane
345,brother tate focus reading quran instead
346,foodbeast Samwitchx CapriSunnPapi Nan_dre_ oxillery ayytrae bookofelie ip theft joke
347,valor theft night
348,slander
349,RT hasansstache Hasan murderer AMONGUS
350,clue pov dying round
351,live
352,RT Myth_ I hasanthehun Valorant coach day
353,emt local comptroller resuscitating
354,RT theCarlBarks COD protagonist spitting
355,FETTERMAN OZ DEBATE HIGHLIGHTS AND THOUGHTS AND YE S FALLOUT CONTINUES ALSO HOGWATCH AND MORE GET IN NOW BEFORE I LEAVE FOR qtcinderella MURDER MYSTERY STREAM LATER
356,anthonypadilla BRO YOU CANT GO OUT AND LOOK BETTER THAN ME IN MY OWN MERCH THIS IS NOT ALLOWED
357,willmenaker realized knew shaun dead
358,
359,RT patdennis Holy shit Oz abortion position woman doctor local political leaders PASenDebate
360,america fucked local news debate moderators things dr oz accused supporting socialized medicine
361,dr oz doctors socialized medicine insane
362,watching debate live started dr oz behaving total piece shit
363,RT JuuustinBrown BREAKING Conservative commentator Ben Shapiro endorses John Fetterman D US Senate John Fetterman THE MAN
364,knew fight anti semitism
365,ITS CHEWSDAY AND ENGLISH PPL ARE HATING ON SUNAK THE NEW PM YE GETS DROPPED BY ADIDAS AFTER HIS NEW WAVE OF ANTISEMITIC REMARKS FETTERMAN OZ DEBATE LATER TN ALSO bbnomula COMES OVER TO KISS AND MORE WARCRIME SIM LATER GET IN NOW
366,StableRonaldo
367,happened
368,FDsignifier interview coming
369,w lex friedman instantly starts talking penis sizes davidson STAYS mans mind
370,RT ByYourLogic agree Kim rocking Jewish
371,ITS MONDAY NEWSDAY HAPPY DIWALI DEM LAWMAKERS CALL FOR PEACE NEGOATIONS IN UKRAINE RISHI SUNAK IS THE NEW PRIME MINISTER ANDREW TATE REVERTS TO ISLAM AND MORE NEWS THEN WE FINISH WAR CRIME SIMULATOR AND POSSIBLY START A SPOOKY GAME GET IN NOW
372,KyleKulinski
373,ludwig NOT jock
374,described drop rule made invented white ppl
375,BoyBoy_Official ididathing1 fire fit king talking aleksa
376,ididathing1 shared vegemite roof point
377,LudwigAhgren jasonschreier jfwong moguled
378,Papapishu make drone strike souleimani 20 secs campaign
379,Jacksepticeye jackskepticeye
380,finishing crime simulator insane journey def learned lot
381,DrLupo lowered tasting chew ngl
382,MrOwl away
383,logging twitch everyday
384,MiloshTheMedic hit prs w
385,fuslie TinaKitten Kkatamina luck
386,candy tier list
387,RT hasansstache QT x Hasan pumpkin carving The
388,RT FearAndPod ANNOUNCEMENT QTCinderella amp AustinShow officially joined podcast permanent hosts First episode w full
389,live qtcinderella smh
390,soo qtcinderella bit late recording latest episode FearAndPod stream carve pumpkins time
391,texted match
392,Chrisnxtdoor_ BRO
